tbt_self_acct_ind,creditaccount.selfBankFlg,,,,,,,
tbt_bill_cat,payment.subType,,,,,,,
tbt_bill_sub_cat,,,,,,,,
tbt_bill_psnt_ind,,,,,,,,
tbt_billing_ref_num,payment.BillingReferenceNumber,,,,,,,
tbt_group_id,payment.batchReferenceNumber,,,,,,,
tbt_group_amt,,,,,,,,
tbt_group_cnt,payment.batchCount,,,,,,,
tbt_group_item_id,payment.batchIdentifier,,,,,,,
1502103,,,,,,,,
tck_seg_id_version,,,,,,,,
tck_tran_status,,,,,,,,
tck_status_reason,,,,,,,,
tck_ref_num,,,,,,,,
tck_billing_amt,,,,,,,,
tck_client_amt,,,,,,,,
tck_client_curr_code,,,,,,,,
tck_mod_amt,,,,,,,,
1502202,,,,,,,,
tdp_seg_id_version,,,,,,,,
tdp_billing_amt,,,,,,,,
tdp_client_amt,,,,,,,,
tdp_client_curr_code,,,,,,,,
tdp_mod_amt,,,,,,,,
tdp_client_cash_amt,,,,,,,,
tdp_mod_cash_amt,,,,,,,,
tdp_type,,,,,,,,
tdp_client_type,,,,,,,,
tdp_sch_ind,,,,,,,,
tdp_sch_ref_num,,,,,,,,
tdp_self_acct_ind,,,,,,,,
tdp_min_due,,,,,,,,
tdp_ref_num,,,,,,,,
tdp_reversal_ind,,,,,,,,
tdp_reversal_reason,,,,,,,,
tdp_batch_ind,payment.batchFlg,,,,,,,
tdp_batch_cnt,,,,,,,,
tdp_batch_id,,,,,,,,
1502304,,,,,,,,
tcw_seg_id_version,,,,,,,,
tcw_billing_amt,,,,,,,,
tcw_client_amt,,,,,,,,
tcw_client_curr_code,,,,,,,,
tcw_mod_amt,,,,,,,,
tcw_tran_amt,,,,,,,,
tcw_curr_code,,,,,,,,
tcw_cash_form,,,,,,,,
tcw_chk_num,,,,,,,,
tcw_reversal_ind,,,,,,,,
tcw_reversal_reason,,,,,,,,
tcw_ref_num,,,,,,,,
1502403,,,,,,,,
taq_seg_id_version,,,,,,,,
taq_batch_id,,,,,,,,
taq_file_id,,,,,,,,
taq_batch_type,,,,,,,,
taq_batch_category,,,,,,,,
1503001,,,,,,,,
tab_seg_id_version,,,,,,,,
tab_rec_type,,,,,,,,
tab_originator_name,,,,,,,,
tab_originator_id,,,,,,,,
